year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,6,25,1635,1554,41,1840,1727,73,UA,1492,N38257,EWR,ORD,111,719,15,54,2013-06-25T19:00:00Z
2013,6,25,641,641,0,919,940,-21,UA,1701,N37456,EWR,FLL,137,1065,6,41,2013-06-25T10:00:00Z
2013,6,25,836,830,6,1021,1014,7,EV,5834,N13968,EWR,MEM,129,946,8,30,2013-06-25T12:00:00Z
2013,6,25,2147,1745,242,2345,2014,211,DL,884,N338NW,LGA,DEN,219,1620,17,45,2013-06-25T21:00:00Z
2013,6,25,1,2130,151,249,14,155,B6,1371,N607JB,LGA,FLL,140,1076,21,30,2013-06-26T01:00:00Z
2013,6,25,1156,1200,-4,1311,1317,-6,DL,1006,N302NB,JFK,BOS,43,187,12,0,2013-06-25T16:00:00Z
2013,6,25,1500,1459,1,1843,1737,66,DL,451,N666DN,LGA,ATL,109,762,14,59,2013-06-25T18:00:00Z
2013,6,25,2236,1800,276,2351,1947,244,UA,691,N825UA,LGA,ORD,111,733,18,0,2013-06-25T22:00:00Z
2013,6,25,1510,1459,11,1617,1620,-3,UA,215,N449UA,EWR,BOS,40,200,14,59,2013-06-25T18:00:00Z
2013,6,25,858,840,18,1116,1100,16,MQ,3419,N522MQ,LGA,ATL,101,762,8,40,2013-06-25T12:00:00Z
2013,6,25,745,745,0,1033,1034,-1,B6,163,N346JB,JFK,SRQ,144,1041,7,45,2013-06-25T11:00:00Z
2013,6,25,1941,1915,26,2259,2230,29,AA,21,N339AA,JFK,LAX,318,2475,19,15,2013-06-25T23:00:00Z
2013,6,25,1107,1100,7,1338,1359,-21,DL,2445,N994DL,LGA,MCO,122,950,11,0,2013-06-25T15:00:00Z
2013,6,25,2317,1859,258,44,2036,248,UA,693,N485UA,LGA,ORD,115,733,18,59,2013-06-25T22:00:00Z
2013,6,25,1440,1340,60,1637,1555,42,WN,2261,N717SA,EWR,PHX,279,2133,13,40,2013-06-25T17:00:00Z
2013,6,25,NA,1955,NA,NA,2116,NA,EV,4969,N614QX,LGA,MHT,NA,195,19,55,2013-06-25T23:00:00Z
2013,6,25,858,900,-2,1136,1159,-23,DL,1885,N918DE,LGA,MCO,126,950,9,0,2013-06-25T13:00:00Z
2013,6,25,1958,1805,113,2202,2040,82,DL,73,N383DN,JFK,ATL,100,760,18,5,2013-06-25T22:00:00Z
2013,6,25,732,735,-3,1000,1020,-20,WN,163,N948WN,LGA,HOU,187,1428,7,35,2013-06-25T11:00:00Z
2013,6,25,1422,1350,32,1529,1502,27,B6,1338,N294JB,JFK,MVY,39,173,13,50,2013-06-25T17:00:00Z
2013,6,25,2354,2030,204,132,2206,206,9E,3395,N910XJ,JFK,DCA,38,213,20,30,2013-06-26T00:00:00Z
2013,6,25,1941,1931,10,2239,2237,2,UA,1292,N37462,EWR,FLL,150,1065,19,31,2013-06-25T23:00:00Z
2013,6,25,538,540,-2,822,840,-18,AA,701,N5EMAA,JFK,MIA,139,1089,5,40,2013-06-25T09:00:00Z
2013,6,25,1215,1214,1,1322,1335,-13,UA,1037,N39297,EWR,BOS,44,200,12,14,2013-06-25T16:00:00Z
2013,6,25,2155,1859,176,2328,2026,182,EV,4131,N10575,EWR,RIC,48,277,18,59,2013-06-25T22:00:00Z
2013,6,25,1200,1200,0,1313,1314,-1,EV,4233,N13955,EWR,BTV,45,266,12,0,2013-06-25T16:00:00Z
2013,6,26,1725,1719,6,1844,1855,-11,B6,86,N239JB,JFK,ROC,51,264,17,19,2013-06-26T21:00:00Z
2013,6,26,1436,1435,1,1738,1750,-12,DL,1779,N361NW,LGA,FLL,150,1076,14,35,2013-06-26T18:00:00Z
2013,6,26,601,605,-4,844,905,-21,AA,1837,N3EYAA,LGA,MIA,148,1096,6,5,2013-06-26T10:00:00Z
2013,6,26,NA,1445,NA,NA,1614,NA,UA,294,NA,EWR,CLE,NA,404,14,45,2013-06-26T18:00:00Z
2013,6,26,1748,1500,168,2102,1758,184,B6,83,N597JB,JFK,MCO,138,944,15,0,2013-06-26T19:00:00Z
2013,6,26,635,635,0,809,745,24,EV,4241,N13914,EWR,DCA,47,199,6,35,2013-06-26T10:00:00Z
2013,6,26,NA,1600,NA,NA,1815,NA,MQ,3075,N928MQ,JFK,CVG,NA,589,16,0,2013-06-26T20:00:00Z
2013,6,26,954,959,-5,1132,1201,-29,US,1277,N764US,LGA,CLT,76,544,9,59,2013-06-26T13:00:00Z
2013,6,26,1440,1445,-5,1714,1740,-26,AA,759,N3ENAA,LGA,DFW,179,1389,14,45,2013-06-26T18:00:00Z
2013,6,26,916,920,-4,1159,1210,-11,AA,1223,N529AA,EWR,DFW,187,1372,9,20,2013-06-26T13:00:00Z
2013,6,26,1507,1505,2,1842,1835,7,AA,1769,N364AA,JFK,MIA,145,1089,15,5,2013-06-26T19:00:00Z
2013,6,26,1416,1115,181,1541,1255,166,AA,327,N598AA,LGA,ORD,106,733,11,15,2013-06-26T15:00:00Z
2013,6,26,NA,1615,NA,NA,1809,NA,EV,4092,N15572,EWR,DAY,NA,533,16,15,2013-06-26T20:00:00Z
2013,6,26,1513,1450,23,1653,1634,19,9E,3393,N905XJ,JFK,DCA,45,213,14,50,2013-06-26T18:00:00Z
2013,6,26,557,600,-3,811,824,-13,DL,461,N693DL,LGA,ATL,100,762,6,0,2013-06-26T10:00:00Z
2013,6,26,2244,2245,-1,50,3,47,B6,486,N294JB,JFK,ROC,49,264,22,45,2013-06-27T02:00:00Z
2013,6,26,2137,1936,121,38,2233,125,B6,1271,N552JB,LGA,FLL,155,1076,19,36,2013-06-26T23:00:00Z
2013,6,26,1206,1030,96,1540,1345,115,VX,187,N528VA,EWR,SFO,350,2565,10,30,2013-06-26T14:00:00Z
2013,6,26,1954,2000,-6,2046,2112,-26,US,2142,N949UW,LGA,BOS,32,184,20,0,2013-06-27T00:00:00Z
2013,6,26,1821,1820,1,2219,2141,38,DL,83,N934DL,JFK,MIA,168,1089,18,20,2013-06-26T22:00:00Z
2013,6,26,46,2359,47,459,350,69,B6,745,N640JB,JFK,PSE,190,1617,23,59,2013-06-27T03:00:00Z
2013,6,26,952,900,52,1219,1142,37,B6,189,N520JB,JFK,SAN,308,2446,9,0,2013-06-26T13:00:00Z
2013,6,26,1140,1145,-5,1308,1320,-12,AA,1855,N4WPAA,LGA,STL,124,888,11,45,2013-06-26T15:00:00Z
2013,6,26,2118,2000,78,2326,2234,52,DL,1147,N989DL,LGA,ATL,101,762,20,0,2013-06-27T00:00:00Z
2013,6,26,2008,1823,105,2150,2042,68,UA,525,N428UA,EWR,DEN,197,1605,18,23,2013-06-26T22:00:00Z
2013,6,26,1758,1710,48,2030,2005,25,AA,257,N5DTAA,JFK,LAS,284,2248,17,10,2013-06-26T21:00:00Z
2013,6,26,2120,2049,31,36,2348,48,B6,523,N789JB,JFK,LAX,321,2475,20,49,2013-06-27T00:00:00Z
2013,6,26,1822,1729,53,2036,1930,66,EV,4382,N13964,EWR,DTW,77,488,17,29,2013-06-26T21:00:00Z
2013,6,26,1648,1529,79,1934,1856,38,UA,1196,N37462,EWR,SFO,317,2565,15,29,2013-06-26T19:00:00Z
2013,6,26,554,600,-6,710,718,-8,EV,5747,N877AS,LGA,IAD,50,229,6,0,2013-06-26T10:00:00Z
2013,6,26,1903,1630,153,2228,1959,149,VX,27,N846VA,JFK,SFO,342,2586,16,30,2013-06-26T20:00:00Z
2013,6,26,1258,1239,19,1546,1534,12,B6,41,N632JB,JFK,FLL,147,1069,12,39,2013-06-26T16:00:00Z
2013,6,26,1827,1827,0,2001,1943,18,EV,4224,N26545,EWR,MKE,102,725,18,27,2013-06-26T22:00:00Z
2013,6,27,1449,1315,94,1616,1449,87,EV,4552,N15912,EWR,GSO,69,445,13,15,2013-06-27T17:00:00Z
2013,6,27,704,705,-1,940,1004,-24,UA,1496,N14704,EWR,SNA,306,2434,7,5,2013-06-27T11:00:00Z
2013,6,27,NA,2100,NA,NA,2235,NA,AA,371,N4XLAA,LGA,ORD,NA,733,21,0,2013-06-28T01:00:00Z
2013,6,27,1630,1630,0,2035,1845,110,MQ,3556,N713MQ,LGA,DTW,77,502,16,30,2013-06-27T20:00:00Z
2013,6,27,923,915,8,1159,1215,-16,VX,161,N854VA,EWR,LAX,303,2454,9,15,2013-06-27T13:00:00Z
2013,6,27,1054,1100,-6,1330,1359,-29,DL,2445,N920DL,LGA,MCO,126,950,11,0,2013-06-27T15:00:00Z
2013,6,27,824,825,-1,1044,1105,-21,AA,719,N3BHAA,LGA,DFW,177,1389,8,25,2013-06-27T12:00:00Z
2013,6,27,NA,1910,NA,NA,2056,NA,EV,5038,N760EV,LGA,BHM,NA,866,19,10,2013-06-27T23:00:00Z
2013,6,27,1058,1100,-2,1319,1332,-13,DL,1647,N678DL,LGA,ATL,109,762,11,0,2013-06-27T15:00:00Z
2013,6,27,829,830,-1,1023,1015,8,MQ,3272,N738MQ,LGA,CLE,67,419,8,30,2013-06-27T12:00:00Z
2013,6,27,1513,1500,13,1747,1724,23,EV,5599,N716EV,LGA,CHS,108,641,15,0,2013-06-27T19:00:00Z
2013,6,27,1540,1530,10,1803,1755,8,MQ,3202,N928MQ,JFK,IND,105,665,15,30,2013-06-27T19:00:00Z
2013,6,27,2305,2245,20,101,2359,62,B6,1816,N373JB,JFK,SYR,47,209,22,45,2013-06-28T02:00:00Z
2013,6,27,653,655,-2,916,930,-14,AA,711,N3FPAA,LGA,DFW,178,1389,6,55,2013-06-27T10:00:00Z
2013,6,27,1559,1610,-11,1944,1845,59,MQ,3357,N542MQ,LGA,ATL,110,762,16,10,2013-06-27T20:00:00Z
2013,6,27,648,635,13,830,826,4,US,1229,N176UW,EWR,CLT,76,529,6,35,2013-06-27T10:00:00Z
2013,6,27,1307,1300,7,1412,1425,-13,UA,1734,N33132,EWR,ORD,103,719,13,0,2013-06-27T17:00:00Z
2013,6,27,1012,1000,12,1227,1236,-9,DL,1847,N981DL,LGA,ATL,107,762,10,0,2013-06-27T14:00:00Z
2013,6,27,638,645,-7,814,835,-21,MQ,3599,N507MQ,LGA,MSP,145,1020,6,45,2013-06-27T10:00:00Z
2013,6,27,1547,1550,-3,1837,1845,-8,AA,763,N3FPAA,LGA,DFW,188,1389,15,50,2013-06-27T19:00:00Z
2013,6,27,NA,1911,NA,NA,2115,NA,EV,4397,N17185,EWR,MCI,NA,1092,19,11,2013-06-27T23:00:00Z
2013,6,27,905,909,-4,1052,1122,-30,EV,4952,N719EV,LGA,CLT,78,544,9,9,2013-06-27T13:00:00Z
2013,6,27,601,600,1,722,725,-3,UA,635,N469UA,LGA,ORD,107,733,6,0,2013-06-27T10:00:00Z
2013,6,27,1035,1030,5,1412,1349,23,UA,1179,N36280,EWR,SFO,335,2565,10,30,2013-06-27T14:00:00Z
2013,6,27,1439,1445,-6,1704,1740,-36,AA,759,N3ENAA,LGA,DFW,181,1389,14,45,2013-06-27T18:00:00Z
2013,6,27,1653,1700,-7,2120,2000,80,AA,773,N585AA,LGA,DFW,186,1389,17,0,2013-06-27T21:00:00Z
2013,6,28,1023,1030,-7,1224,1239,-15,DL,2343,N345NB,EWR,ATL,103,746,10,30,2013-06-28T14:00:00Z
2013,6,28,2347,2101,166,335,100,155,B6,1103,N645JB,JFK,SJU,205,1598,21,1,2013-06-29T01:00:00Z
2013,6,28,2321,2115,126,305,131,94,DL,347,N397DA,JFK,SJU,192,1598,21,15,2013-06-29T01:00:00Z
2013,6,28,730,735,-5,954,1005,-11,AA,1949,N3DXAA,JFK,LAS,299,2248,7,35,2013-06-28T11:00:00Z
2013,6,28,2150,1800,230,2254,1930,204,WN,625,N932WN,EWR,MDW,105,711,18,0,2013-06-28T22:00:00Z
2013,6,28,754,755,-1,1049,1115,-26,AA,59,N335AA,JFK,SFO,337,2586,7,55,2013-06-28T11:00:00Z
2013,6,28,1059,1012,47,1216,1132,44,EV,4187,N12921,EWR,BNA,113,748,10,12,2013-06-28T14:00:00Z
2013,6,28,1132,1115,17,1334,1337,-3,UA,1424,N76508,LGA,DEN,218,1620,11,15,2013-06-28T15:00:00Z
2013,6,28,1554,1528,26,1923,1855,28,UA,1632,N38467,EWR,SFO,354,2565,15,28,2013-06-28T19:00:00Z
2013,6,28,1059,1052,7,1305,1302,3,EV,4087,N11193,EWR,IND,101,645,10,52,2013-06-28T14:00:00Z
2013,6,28,621,620,1,730,742,-12,UA,1686,N30401,EWR,BOS,42,200,6,20,2013-06-28T10:00:00Z
2013,6,28,955,1000,-5,1102,1119,-17,US,2169,N724UW,LGA,DCA,39,214,10,0,2013-06-28T14:00:00Z
2013,6,28,616,620,-4,756,822,-26,EV,4372,N12195,EWR,MSP,141,1008,6,20,2013-06-28T10:00:00Z
2013,6,28,550,549,1,848,858,-10,UA,1024,N33209,EWR,SFO,337,2565,5,49,2013-06-28T09:00:00Z
2013,6,28,1800,1540,140,1916,1703,133,US,1607,N953UW,LGA,PHL,28,96,15,40,2013-06-28T19:00:00Z
2013,6,28,727,730,-3,954,1015,-21,UA,793,N468UA,EWR,MCO,129,937,7,30,2013-06-28T11:00:00Z
2013,6,28,1321,1328,-7,1527,1530,-3,9E,3970,N827AY,EWR,CVG,102,569,13,28,2013-06-28T17:00:00Z
2013,6,28,NA,1510,NA,NA,1635,NA,MQ,3433,N503MQ,JFK,DCA,NA,213,15,10,2013-06-28T19:00:00Z
2013,6,28,854,900,-6,1003,1016,-13,US,2120,N958UW,LGA,BOS,41,184,9,0,2013-06-28T13:00:00Z
2013,6,28,1535,1359,96,1742,1603,99,B6,1373,N238JB,JFK,CHS,96,636,13,59,2013-06-28T17:00:00Z
2013,6,28,931,900,31,1224,1142,42,B6,189,N639JB,JFK,SAN,325,2446,9,0,2013-06-28T13:00:00Z
2013,6,28,735,735,0,1002,1020,-18,WN,163,N417WN,LGA,HOU,186,1428,7,35,2013-06-28T11:00:00Z
2013,6,28,954,959,-5,1205,1207,-2,EV,4495,N11551,EWR,SAV,107,708,9,59,2013-06-28T13:00:00Z
2013,6,28,1008,1011,-3,1232,1256,-24,UA,594,N440UA,EWR,TPA,126,997,10,11,2013-06-28T14:00:00Z
2013,6,28,1727,1629,58,2029,1853,96,US,17,N553UW,JFK,PHX,301,2153,16,29,2013-06-28T20:00:00Z
2013,6,28,628,630,-2,819,814,5,EV,4334,N12996,EWR,CMH,79,463,6,30,2013-06-28T10:00:00Z
2013,6,28,NA,1451,NA,NA,1650,NA,EV,4111,N17185,EWR,CHS,NA,628,14,51,2013-06-28T18:00:00Z
2013,6,28,1436,1440,-4,1720,1749,-29,DL,1902,N934DL,LGA,PBI,138,1035,14,40,2013-06-28T18:00:00Z
2013,6,29,1913,1900,13,2232,2245,-13,DL,1465,N624AG,JFK,SFO,321,2586,19,0,2013-06-29T23:00:00Z
2013,6,29,1519,1520,-1,1727,1700,27,EV,4596,N16954,EWR,STL,164,872,15,20,2013-06-29T19:00:00Z
2013,6,29,1346,1330,16,1654,1638,16,B6,431,N534JB,LGA,SRQ,159,1047,13,30,2013-06-29T17:00:00Z
2013,6,29,1555,1445,70,1842,1720,82,B6,477,N273JB,JFK,JAX,125,828,14,45,2013-06-29T18:00:00Z
2013,6,29,1828,1830,-2,1952,1955,-3,MQ,3486,N725MQ,LGA,BNA,118,764,18,30,2013-06-29T22:00:00Z
2013,6,29,557,600,-3,658,715,-17,MQ,3267,N514MQ,EWR,ORD,102,719,6,0,2013-06-29T10:00:00Z
2013,6,29,1727,1530,117,2046,1845,121,B6,1729,N625JB,JFK,RSW,157,1074,15,30,2013-06-29T19:00:00Z
2013,6,29,NA,829,NA,NA,1026,NA,DL,1157,N365NB,EWR,MSP,NA,1008,8,29,2013-06-29T12:00:00Z
2013,6,29,1001,1005,-4,1142,1213,-31,DL,2319,N326US,LGA,MSP,130,1020,10,5,2013-06-29T14:00:00Z
2013,6,29,716,715,1,959,1010,-11,VX,399,N633VA,JFK,LAX,323,2475,7,15,2013-06-29T11:00:00Z
2013,6,29,802,800,2,1031,1021,10,B6,677,N281JB,JFK,JAX,125,828,8,0,2013-06-29T12:00:00Z
2013,6,29,1701,1700,1,2017,2000,17,AA,773,N547AA,LGA,DFW,212,1389,17,0,2013-06-29T21:00:00Z
2013,6,29,1543,1440,63,1837,1746,51,DL,1902,N920DL,LGA,PBI,144,1035,14,40,2013-06-29T18:00:00Z
2013,6,29,1756,1800,-4,2002,2012,-10,EV,4352,N12921,EWR,CVG,107,569,18,0,2013-06-29T22:00:00Z
2013,6,29,950,847,63,1221,1156,25,UA,421,N563UA,EWR,SFO,313,2565,8,47,2013-06-29T12:00:00Z
2013,6,29,1546,1500,46,1712,1646,26,UA,1111,N17244,LGA,ORD,109,733,15,0,2013-06-29T19:00:00Z
2013,6,29,1301,1303,-2,1448,1511,-23,UA,1138,N76265,EWR,PHX,270,2133,13,3,2013-06-29T17:00:00Z
2013,6,29,1337,1345,-8,1449,1457,-8,EV,3852,N14998,EWR,BTV,45,266,13,45,2013-06-29T17:00:00Z
2013,6,29,1714,1630,44,1957,1921,36,UA,1444,N78524,EWR,MCO,141,937,16,30,2013-06-29T20:00:00Z
2013,6,29,1527,1530,-3,1824,1848,-24,UA,257,N505UA,JFK,SFO,324,2586,15,30,2013-06-29T19:00:00Z
2013,6,29,2038,2000,38,2332,2304,28,DL,2391,N326NB,JFK,TPA,143,1005,20,0,2013-06-30T00:00:00Z
2013,6,29,1539,1450,49,1659,1620,39,WN,3511,N934WN,LGA,MKE,110,738,14,50,2013-06-29T18:00:00Z
2013,6,29,902,905,-3,1041,1112,-31,DL,181,N314US,LGA,DTW,75,502,9,5,2013-06-29T13:00:00Z
2013,6,29,1343,1345,-2,1611,1645,-34,AA,117,N339AA,JFK,LAX,308,2475,13,45,2013-06-29T17:00:00Z
2013,6,29,1044,1029,15,1240,1224,16,EV,4255,N14153,EWR,CHS,93,628,10,29,2013-06-29T14:00:00Z
2013,6,29,1555,1515,40,1747,1719,28,EV,4561,N18556,EWR,GSP,94,594,15,15,2013-06-29T19:00:00Z
2013,6,29,904,853,11,1321,1251,30,UA,1216,N38424,EWR,SJU,227,1608,8,53,2013-06-29T12:00:00Z
2013,6,30,940,925,15,1216,1220,-4,VX,407,N626VA,JFK,LAX,313,2475,9,25,2013-06-30T13:00:00Z
2013,6,30,1025,1029,-4,1225,1240,-15,EV,5677,N14923,EWR,IND,100,645,10,29,2013-06-30T14:00:00Z
2013,6,30,1749,1711,38,2112,2039,33,B6,167,N561JB,JFK,OAK,318,2576,17,11,2013-06-30T21:00:00Z
2013,6,30,1155,1155,0,1443,1455,-12,AA,2147,N3HVAA,EWR,MIA,149,1085,11,55,2013-06-30T15:00:00Z
2013,6,30,1151,1200,-9,1426,1450,-24,AA,3,N323AA,JFK,LAX,315,2475,12,0,2013-06-30T16:00:00Z
2013,6,30,742,745,-3,927,959,-32,UA,561,N587UA,LGA,DEN,208,1620,7,45,2013-06-30T11:00:00Z
2013,6,30,1726,1655,31,2021,1950,31,AA,1507,N437AA,EWR,DFW,194,1372,16,55,2013-06-30T20:00:00Z
2013,6,30,NA,1725,NA,NA,2045,NA,AA,221,N5EXAA,JFK,MIA,NA,1089,17,25,2013-06-30T21:00:00Z
2013,6,30,2013,1859,74,2248,2147,61,B6,711,N527JB,JFK,LAS,290,2248,18,59,2013-06-30T22:00:00Z
2013,6,30,1938,1930,8,2246,2240,6,DL,1435,N971DL,LGA,TPA,153,1010,19,30,2013-06-30T23:00:00Z
2013,6,30,744,745,-1,853,900,-7,B6,8,N231JB,JFK,PWM,47,273,7,45,2013-06-30T11:00:00Z
2013,6,30,826,825,1,1059,1109,-10,UA,439,N811UA,EWR,BZN,244,1882,8,25,2013-06-30T12:00:00Z
2013,6,30,2116,1930,106,22,2238,104,DL,1854,N325US,LGA,FLL,157,1076,19,30,2013-06-30T23:00:00Z
2013,6,30,1308,1315,-7,1600,1455,65,AA,331,N201AA,LGA,ORD,140,733,13,15,2013-06-30T17:00:00Z
2013,6,30,1451,1455,-4,1648,1645,3,MQ,3359,N852MQ,JFK,RDU,82,427,14,55,2013-06-30T18:00:00Z
2013,6,30,1825,1800,25,1923,1913,10,US,2138,N952UW,LGA,BOS,36,184,18,0,2013-06-30T22:00:00Z
2013,6,30,2145,1853,172,2329,2056,153,EV,4372,N18557,EWR,CLT,83,529,18,53,2013-06-30T22:00:00Z
2013,6,30,1756,1730,26,2130,2109,21,DL,841,N721TW,JFK,SFO,318,2586,17,30,2013-06-30T21:00:00Z
2013,6,30,1038,1040,-2,1146,1159,-13,B6,2602,N281JB,JFK,BUF,55,301,10,40,2013-06-30T14:00:00Z
2013,6,30,1618,1559,19,1843,1842,1,DL,847,N923DL,LGA,ATL,115,762,15,59,2013-06-30T19:00:00Z
2013,6,30,2047,1710,217,2325,2000,205,WN,580,N458WN,EWR,HOU,196,1411,17,10,2013-06-30T21:00:00Z
2013,6,30,1622,1555,27,1931,1900,31,DL,1753,N395DN,JFK,MCO,141,944,15,55,2013-06-30T19:00:00Z
2013,6,30,1304,1209,55,1600,1312,168,EV,4249,N11536,EWR,BWI,59,169,12,9,2013-06-30T16:00:00Z
2013,6,30,1429,1355,34,1748,1646,62,UA,1122,N73256,EWR,PBI,149,1023,13,55,2013-06-30T17:00:00Z
2013,6,30,2354,2245,69,53,2359,54,B6,1816,N273JB,JFK,SYR,38,209,22,45,2013-07-01T02:00:00Z
2013,6,30,2359,2110,169,118,2243,155,B6,702,N249JB,JFK,BUF,53,301,21,10,2013-07-01T01:00:00Z
2013,6,30,2037,2007,30,2256,2259,-3,B6,1505,N652JB,JFK,ABQ,235,1826,20,7,2013-07-01T00:00:00Z
2013,6,30,1140,1145,-5,1307,1320,-13,AA,1855,N477AA,LGA,STL,126,888,11,45,2013-06-30T15:00:00Z
2013,6,30,923,929,-6,1220,1214,6,B6,795,N705JB,JFK,AUS,212,1521,9,29,2013-06-30T13:00:00Z
2013,6,30,1250,1241,9,1538,1518,20,B6,927,N629JB,EWR,MCO,143,937,12,41,2013-06-30T16:00:00Z
2013,6,30,1739,1724,15,2031,2051,-20,UA,1141,N27421,EWR,SFO,317,2565,17,24,2013-06-30T21:00:00Z
2013,6,30,2354,2245,69,117,1,76,B6,234,N358JB,JFK,BTV,68,266,22,45,2013-07-01T02:00:00Z
2013,7,1,1414,1136,158,1619,1338,161,YV,2807,N935LR,LGA,CLT,85,544,11,36,2013-07-01T15:00:00Z
2013,7,1,1756,1555,121,1925,1740,105,WN,493,N914WN,LGA,STL,131,888,15,55,2013-07-01T19:00:00Z
2013,7,1,44,2150,174,300,100,120,AA,185,N324AA,JFK,LAX,297,2475,21,50,2013-07-02T01:00:00Z
2013,7,1,1029,1030,-1,1339,1245,54,DL,1529,N37700,JFK,LAS,287,2248,10,30,2013-07-01T14:00:00Z
2013,7,1,708,715,-7,1026,1030,-4,AA,443,N339AA,JFK,MIA,164,1089,7,15,2013-07-01T11:00:00Z
2013,7,1,1410,820,350,1558,1043,315,EV,5537,N712EV,LGA,MCI,145,1107,8,20,2013-07-01T12:00:00Z
2013,7,1,2210,2129,41,2300,2235,25,EV,4276,N24128,EWR,BDL,28,116,21,29,2013-07-02T01:00:00Z
2013,7,1,NA,1930,NA,NA,2112,NA,9E,3385,NA,JFK,BOS,NA,187,19,30,2013-07-01T23:00:00Z
2013,7,1,1722,1540,102,1907,1741,86,US,1899,N741UW,LGA,CLT,87,544,15,40,2013-07-01T19:00:00Z
2013,7,1,1024,1030,-6,1416,1345,31,AA,179,N319AA,JFK,SFO,333,2586,10,30,2013-07-01T14:00:00Z
2013,7,1,NA,2101,NA,NA,100,NA,B6,1103,N520JB,JFK,SJU,NA,1598,21,1,2013-07-02T01:00:00Z
2013,7,1,2208,2115,53,155,126,29,DL,347,N3745B,JFK,SJU,196,1598,21,15,2013-07-02T01:00:00Z
2013,7,1,1618,1530,48,1856,1755,61,MQ,3202,N649MQ,JFK,IND,105,665,15,30,2013-07-01T19:00:00Z
2013,7,1,617,620,-3,848,842,6,DL,1743,N646DL,JFK,ATL,113,760,6,20,2013-07-01T10:00:00Z
2013,7,1,1542,1512,30,1819,1756,23,UA,1159,N39415,EWR,MCO,142,937,15,12,2013-07-01T19:00:00Z
2013,7,1,2156,2144,12,2255,2258,-3,UA,1604,N37263,EWR,BOS,42,200,21,44,2013-07-02T01:00:00Z
2013,7,1,726,725,1,828,845,-17,WN,463,N281WN,EWR,BNA,97,748,7,25,2013-07-01T11:00:00Z
2013,7,1,2023,1920,63,2257,2210,47,AA,1691,N4WRAA,EWR,DFW,195,1372,19,20,2013-07-01T23:00:00Z
2013,7,1,1931,1920,11,2129,2158,-29,UA,1667,N36472,EWR,LAS,271,2227,19,20,2013-07-01T23:00:00Z
2013,7,1,1630,1600,30,1747,1733,14,UA,1250,N76522,EWR,ORD,108,719,16,0,2013-07-01T20:00:00Z
2013,7,1,833,840,-7,1126,1139,-13,UA,443,N597UA,JFK,LAX,297,2475,8,40,2013-07-01T12:00:00Z
2013,7,1,1505,1309,116,1813,1559,134,UA,1122,N87513,EWR,PBI,164,1023,13,9,2013-07-01T17:00:00Z
2013,7,1,1331,1252,39,1545,1500,45,UA,1686,N75410,EWR,MSY,173,1167,12,52,2013-07-01T16:00:00Z
2013,7,1,1955,1959,-4,2137,2159,-22,EV,4543,N14174,EWR,DSM,144,1017,19,59,2013-07-01T23:00:00Z
2013,7,1,1127,1102,25,1328,1341,-13,UA,786,N574UA,EWR,LAX,279,2454,11,2,2013-07-01T15:00:00Z
2013,7,1,1243,1241,2,1618,1539,39,UA,1186,N19130,EWR,MIA,179,1085,12,41,2013-07-01T16:00:00Z
2013,7,1,739,745,-6,1015,1000,15,DL,807,N377NW,EWR,ATL,126,746,7,45,2013-07-01T11:00:00Z
2013,7,1,1331,1315,16,1513,1449,24,EV,4552,N15572,EWR,GSO,74,445,13,15,2013-07-01T17:00:00Z
2013,7,1,1235,1155,40,1605,1455,70,AA,2147,N3BTAA,EWR,MIA,181,1085,11,55,2013-07-01T15:00:00Z
2013,7,1,NA,1605,NA,NA,1804,NA,9E,3292,NA,JFK,PIT,NA,340,16,5,2013-07-01T20:00:00Z
2013,7,1,1633,1538,55,1913,1905,8,UA,1632,N37470,EWR,SFO,311,2565,15,38,2013-07-01T19:00:00Z
2013,7,1,1256,1300,-4,1412,1409,3,US,2128,N949UW,LGA,BOS,38,184,13,0,2013-07-01T17:00:00Z
2013,7,1,1732,1610,82,1840,1800,40,AA,343,N439AA,LGA,ORD,109,733,16,10,2013-07-01T20:00:00Z
2013,7,1,2049,2050,-1,2346,2352,-6,UA,256,N410UA,EWR,AUS,212,1504,20,50,2013-07-02T00:00:00Z
2013,7,1,634,630,4,919,930,-11,UA,1402,N33103,JFK,LAX,309,2475,6,30,2013-07-01T10:00:00Z
2013,7,1,1959,1708,171,2129,1848,161,EV,4202,N16919,EWR,STL,128,872,17,8,2013-07-01T21:00:00Z
2013,7,1,2034,1839,115,2158,2029,89,9E,3588,N8888D,JFK,ORF,50,290,18,39,2013-07-01T22:00:00Z
2013,7,1,2319,2300,19,27,8,19,B6,718,N351JB,JFK,BOS,42,187,23,0,2013-07-02T03:00:00Z
2013,7,2,600,605,-5,831,839,-8,B6,583,N638JB,JFK,MCO,131,944,6,5,2013-07-02T10:00:00Z
2013,7,2,1310,1315,-5,1423,1455,-32,AA,331,N468AA,LGA,ORD,110,733,13,15,2013-07-02T17:00:00Z
2013,7,2,1742,1735,7,1958,1928,30,US,449,N676AW,EWR,CLT,94,529,17,35,2013-07-02T21:00:00Z
2013,7,2,1411,1349,22,1509,1504,5,B6,118,N329JB,JFK,BOS,38,187,13,49,2013-07-02T17:00:00Z
